Week;Terminal_origen;recogidas;productoMaestro
2017-12-23;Bogota;10815;Mercancia
2017-12-23;Bogota;1048;Paquetes 1-2
2017-12-23;Bogota;1015;Mensajeria
2017-12-23;Bogota;485;Paqueteo 3-5
2017-12-23;Bucaramanga;186;Mercancia
2017-12-23;Bucaramanga;165;Mensajeria
2017-12-23;Bucaramanga;40;Paqueteo 3-5
2017-12-23;Bucaramanga;38;Paquetes 1-2
2017-12-23;Cucuta;76;Mercancia
2017-12-23;Cucuta;53;Paquetes 1-2
2017-12-23;Cucuta;43;Mensajeria
2017-12-23;Cucuta;17;Paqueteo 3-5
2017-12-23;Ibague;45;Mercancia
2017-12-23;Ibague;29;Mensajeria
2017-12-23;Ibague;19;Paquetes 1-2
2017-12-23;Ibague;1;Paqueteo 3-5
2017-12-23;Manizales;563;Mercancia
2017-12-23;Manizales;14;Paquetes 1-2
2017-12-23;Manizales;12;Mensajeria
2017-12-23;Manizales;2;Paqueteo 3-5
2017-12-23;Medellin;4943;Mercancia
2017-12-23;Medellin;1424;Paquetes 1-2
2017-12-23;Medellin;312;Mensajeria
2017-12-23;Medellin;188;Paqueteo 3-5
2017-12-23;Pereira;266;Mercancia
2017-12-23;Pereira;59;Mensajeria
2017-12-23;Pereira;39;Paquetes 1-2
2017-12-23;Pereira;4;Paqueteo 3-5
2017-12-23;Sincelejo;181;Mensajeria
2017-12-23;Sincelejo;180;Mercancia
2017-12-23;Sincelejo;59;Paquetes 1-2
2017-12-23;Sincelejo;30;Paqueteo 3-5
2017-12-23;Turbaco;2;Mercancia
2017-12-23;Turbaco;1;Paqueteo 3-5
2017-12-23;Yumbo;144;Mercancia
2017-12-23;Yumbo;20;Paquetes 1-2
2017-12-23;Yumbo;14;Paqueteo 3-5
2017-12-23;Yumbo;3;Mensajeria
2017-12-22;Barranquilla;1710;Mercancia
2017-12-22;Barranquilla;529;Mensajeria
2017-12-22;Barranquilla;345;Paquetes 1-2
2017-12-22;Barranquilla;258;Paqueteo 3-5
2017-12-22;Bogota;36374;Mercancia
2017-12-22;Bogota;3746;Paquetes 1-2
2017-12-22;Bogota;2616;Mensajeria
2017-12-22;Bogota;1546;Paqueteo 3-5
2017-12-22;Bucaramanga;525;Mercancia
2017-12-22;Bucaramanga;232;Mensajeria
2017-12-22;Bucaramanga;112;Paquetes 1-2
2017-12-22;Bucaramanga;92;Paqueteo 3-5
2017-12-22;Cucuta;246;Mercancia
2017-12-22;Cucuta;78;Paquetes 1-2
2017-12-22;Cucuta;57;Mensajeria
2017-12-22;Cucuta;34;Paqueteo 3-5
2017-12-22;Ibague;263;Mercancia
2017-12-22;Ibague;93;Mensajeria
2017-12-22;Ibague;74;Paquetes 1-2
2017-12-22;Ibague;19;Paqueteo 3-5
2017-12-22;Manizales;949;Mercancia
2017-12-22;Manizales;94;Mensajeria
2017-12-22;Manizales;88;Paqueteo 3-5
2017-12-22;Manizales;33;Paquetes 1-2
2017-12-22;Medellin;16523;Mercancia
2017-12-22;Medellin;3912;Paquetes 1-2
2017-12-22;Medellin;1991;Mensajeria
2017-12-22;Medellin;1178;Paqueteo 3-5
2017-12-22;Pasto;86;Mercancia
2017-12-22;Pasto;57;Mensajeria
2017-12-22;Pasto;26;Paquetes 1-2
2017-12-22;Pasto;3;Paqueteo 3-5
2017-12-22;Pereira;1602;Mercancia
2017-12-22;Pereira;376;Mensajeria
2017-12-22;Pereira;176;Paquetes 1-2
2017-12-22;Pereira;82;Paqueteo 3-5
2017-12-22;Sincelejo;254;Mercancia
2017-12-22;Sincelejo;130;Mensajeria
2017-12-22;Sincelejo;79;Paquetes 1-2
2017-12-22;Sincelejo;52;Paqueteo 3-5
2017-12-22;Turbaco;481;Mercancia
2017-12-22;Turbaco;169;Mensajeria
2017-12-22;Turbaco;128;Paquetes 1-2
2017-12-22;Turbaco;42;Paqueteo 3-5
2017-12-22;Yumbo;10345;Mercancia
2017-12-22;Yumbo;1126;Paquetes 1-2
2017-12-22;Yumbo;802;Mensajeria
2017-12-22;Yumbo;416;Paqueteo 3-5
2017-12-21;Barranquilla;2394;Mercancia
2017-12-21;Barranquilla;594;Paquetes 1-2
2017-12-21;Barranquilla;448;Mensajeria
2017-12-21;Barranquilla;226;Paqueteo 3-5
2017-12-21;Bogota;42160;Mercancia
2017-12-21;Bogota;3524;Paquetes 1-2
2017-12-21;Bogota;2086;Mensajeria
2017-12-21;Bogota;1110;Paqueteo 3-5
2017-12-21;Bucaramanga;795;Mercancia
2017-12-21;Bucaramanga;232;Mensajeria
2017-12-21;Bucaramanga;139;Paquetes 1-2
2017-12-21;Bucaramanga;122;Paqueteo 3-5
2017-12-21;Cucuta;239;Mercancia
2017-12-21;Cucuta;105;Paquetes 1-2
2017-12-21;Cucuta;64;Mensajeria
2017-12-21;Cucuta;30;Paqueteo 3-5
2017-12-21;Ibague;520;Mercancia
2017-12-21;Ibague;268;Mensajeria
2017-12-21;Ibague;59;Paquetes 1-2
2017-12-21;Ibague;23;Paqueteo 3-5
2017-12-21;Manizales;982;Mercancia
2017-12-21;Manizales;66;Mensajeria
2017-12-21;Manizales;40;Paquetes 1-2
2017-12-21;Manizales;20;Paqueteo 3-5
2017-12-21;Medellin;23853;Mercancia
2017-12-21;Medellin;5112;Paquetes 1-2
2017-12-21;Medellin;3116;Mensajeria
2017-12-21;Medellin;1586;Paqueteo 3-5
2017-12-21;Pasto;103;Mercancia
2017-12-21;Pasto;45;Mensajeria
2017-12-21;Pasto;26;Paquetes 1-2
2017-12-21;Pasto;5;Paqueteo 3-5
2017-12-21;Pereira;1900;Mercancia
2017-12-21;Pereira;382;Mensajeria
2017-12-21;Pereira;194;Paquetes 1-2
2017-12-21;Pereira;116;Paqueteo 3-5
2017-12-21;Sincelejo;261;Mercancia
2017-12-21;Sincelejo;181;Mensajeria
2017-12-21;Sincelejo;111;Paquetes 1-2
2017-12-21;Sincelejo;55;Paqueteo 3-5
2017-12-21;Turbaco;1789;Mercancia
2017-12-21;Turbaco;236;Mensajeria
2017-12-21;Turbaco;103;Paquetes 1-2
2017-12-21;Turbaco;42;Paqueteo 3-5
2017-12-21;Yumbo;11664;Mercancia
2017-12-21;Yumbo;1003;Paquetes 1-2
2017-12-21;Yumbo;792;Mensajeria
2017-12-21;Yumbo;394;Paqueteo 3-5
2017-12-20;Barranquilla;1991;Mercancia
2017-12-20;Barranquilla;566;Mensajeria
2017-12-20;Barranquilla;481;Paquetes 1-2
2017-12-20;Barranquilla;333;Paqueteo 3-5
2017-12-20;Bogota;35974;Mercancia
2017-12-20;Bogota;4644;Paquetes 1-2
2017-12-20;Bogota;2751;Mensajeria
2017-12-20;Bogota;1238;Paqueteo 3-5
2017-12-20;Bucaramanga;694;Mercancia
2017-12-20;Bucaramanga;189;Mensajeria
2017-12-20;Bucaramanga;171;Paquetes 1-2
2017-12-20;Bucaramanga;139;Paqueteo 3-5
2017-12-20;Cucuta;316;Mercancia
2017-12-20;Cucuta;155;Paquetes 1-2
2017-12-20;Cucuta;64;Paqueteo 3-5
2017-12-20;Cucuta;48;Mensajeria
2017-12-20;Ibague;295;Mercancia
2017-12-20;Ibague;204;Mensajeria
2017-12-20;Ibague;68;Paquetes 1-2
2017-12-20;Ibague;25;Paqueteo 3-5
2017-12-20;Manizales;2022;Mercancia
2017-12-20;Manizales;111;Mensajeria
2017-12-20;Manizales;62;Paquetes 1-2
2017-12-20;Manizales;48;Paqueteo 3-5
2017-12-20;Medellin;19252;Mercancia
2017-12-20;Medellin;4825;Paquetes 1-2
2017-12-20;Medellin;2056;Mensajeria
2017-12-20;Medellin;1525;Paqueteo 3-5
2017-12-20;Pasto;113;Mercancia
2017-12-20;Pasto;62;Mensajeria
2017-12-20;Pasto;43;Paquetes 1-2
2017-12-20;Pasto;11;Paqueteo 3-5
2017-12-20;Pereira;2050;Mercancia
2017-12-20;Pereira;414;Mensajeria
2017-12-20;Pereira;280;Paquetes 1-2
2017-12-20;Pereira;94;Paqueteo 3-5
2017-12-20;Sincelejo;285;Mercancia
2017-12-20;Sincelejo;273;Mensajeria
2017-12-20;Sincelejo;141;Paquetes 1-2
2017-12-20;Sincelejo;51;Paqueteo 3-5
2017-12-20;Turbaco;2241;Mercancia
2017-12-20;Turbaco;153;Mensajeria
2017-12-20;Turbaco;112;Paquetes 1-2
2017-12-20;Turbaco;48;Paqueteo 3-5
2017-12-20;Yumbo;9432;Mercancia
2017-12-20;Yumbo;914;Mensajeria
2017-12-20;Yumbo;729;Paquetes 1-2
2017-12-20;Yumbo;408;Paqueteo 3-5
2017-12-19;Barranquilla;1955;Mercancia
2017-12-19;Barranquilla;488;Mensajeria
2017-12-19;Barranquilla;409;Paquetes 1-2
2017-12-19;Barranquilla;236;Paqueteo 3-5
2017-12-19;Bogota;32691;Mercancia
2017-12-19;Bogota;3342;Paquetes 1-2
2017-12-19;Bogota;2262;Mensajeria
2017-12-19;Bogota;1411;Paqueteo 3-5
2017-12-19;Bucaramanga;684;Mercancia
2017-12-19;Bucaramanga;373;Mensajeria
2017-12-19;Bucaramanga;178;Paquetes 1-2
2017-12-19;Bucaramanga;121;Paqueteo 3-5
2017-12-19;Cucuta;314;Mercancia
2017-12-19;Cucuta;126;Paquetes 1-2
2017-12-19;Cucuta;73;Mensajeria
2017-12-19;Cucuta;30;Paqueteo 3-5
2017-12-19;Ibague;476;Mercancia
2017-12-19;Ibague;240;Mensajeria
2017-12-19;Ibague;128;Paquetes 1-2
2017-12-19;Ibague;37;Paqueteo 3-5
2017-12-19;Manizales;2121;Mercancia
2017-12-19;Manizales;81;Mensajeria
2017-12-19;Manizales;71;Paquetes 1-2
2017-12-19;Manizales;14;Paqueteo 3-5
2017-12-19;Medellin;19887;Mercancia
2017-12-19;Medellin;5246;Paquetes 1-2
2017-12-19;Medellin;2145;Mensajeria
2017-12-19;Medellin;1455;Paqueteo 3-5
2017-12-19;Pasto;145;Mercancia
2017-12-19;Pasto;79;Mensajeria
2017-12-19;Pasto;42;Paquetes 1-2
2017-12-19;Pasto;11;Paqueteo 3-5
2017-12-19;Pereira;2289;Mercancia
2017-12-19;Pereira;560;Mensajeria
2017-12-19;Pereira;294;Paquetes 1-2
2017-12-19;Pereira;126;Paqueteo 3-5
2017-12-19;Sincelejo;397;Mercancia
2017-12-19;Sincelejo;304;Mensajeria
2017-12-19;Sincelejo;117;Paquetes 1-2
2017-12-19;Sincelejo;95;Paqueteo 3-5
2017-12-19;Turbaco;879;Mercancia
2017-12-19;Turbaco;326;Mensajeria
2017-12-19;Turbaco;186;Paquetes 1-2
2017-12-19;Turbaco;53;Paqueteo 3-5
2017-12-19;Yumbo;10496;Mercancia
2017-12-19;Yumbo;1197;Paquetes 1-2
2017-12-19;Yumbo;1011;Mensajeria
2017-12-19;Yumbo;400;Paqueteo 3-5
2017-12-18;Barranquilla;1866;Mercancia
2017-12-18;Barranquilla;504;Mensajeria
2017-12-18;Barranquilla;334;Paquetes 1-2
2017-12-18;Barranquilla;231;Paqueteo 3-5
2017-12-18;Bogota;19538;Mercancia
2017-12-18;Bogota;2416;Paquetes 1-2
2017-12-18;Bogota;1451;Mensajeria
2017-12-18;Bogota;805;Paqueteo 3-5
2017-12-18;Bucaramanga;848;Mercancia
2017-12-18;Bucaramanga;300;Mensajeria
2017-12-18;Bucaramanga;161;Paquetes 1-2
2017-12-18;Bucaramanga;137;Paqueteo 3-5
2017-12-18;Cucuta;294;Mercancia
2017-12-18;Cucuta;183;Paquetes 1-2
2017-12-18;Cucuta;110;Mensajeria
2017-12-18;Cucuta;32;Paqueteo 3-5
2017-12-18;Ibague;608;Mercancia
2017-12-18;Ibague;115;Mensajeria
2017-12-18;Ibague;57;Paquetes 1-2
2017-12-18;Ibague;13;Paqueteo 3-5
2017-12-18;Manizales;2048;Mercancia
2017-12-18;Manizales;104;Mensajeria
2017-12-18;Manizales;47;Paquetes 1-2
2017-12-18;Manizales;25;Paqueteo 3-5
2017-12-18;Medellin;14978;Mercancia
2017-12-18;Medellin;4112;Paquetes 1-2
2017-12-18;Medellin;1984;Mensajeria
2017-12-18;Medellin;1228;Paqueteo 3-5
2017-12-18;Pasto;127;Mercancia
2017-12-18;Pasto;80;Mensajeria
2017-12-18;Pasto;32;Paquetes 1-2
2017-12-18;Pasto;13;Paqueteo 3-5
2017-12-18;Pereira;2497;Mercancia
2017-12-18;Pereira;434;Mensajeria
2017-12-18;Pereira;309;Paquetes 1-2
2017-12-18;Pereira;68;Paqueteo 3-5
2017-12-18;Sincelejo;1;Mensajeria
2017-12-18;Sincelejo;1;Mercancia
2017-12-18;Turbaco;821;Mercancia
2017-12-18;Turbaco;387;Mensajeria
2017-12-18;Turbaco;121;Paquetes 1-2
2017-12-18;Turbaco;73;Paqueteo 3-5
2017-12-18;Yumbo;10616;Mercancia
2017-12-18;Yumbo;1246;Paquetes 1-2
2017-12-18;Yumbo;955;Mensajeria
2017-12-18;Yumbo;430;Paqueteo 3-5
2017-12-17;Barranquilla;47;Mercancia
2017-12-17;Barranquilla;39;Mensajeria
2017-12-17;Barranquilla;11;Paquetes 1-2
2017-12-17;Barranquilla;6;Paqueteo 3-5
2017-12-17;Bogota;608;Mercancia
2017-12-17;Bogota;318;Mensajeria
2017-12-17;Bogota;16;Paquetes 1-2
2017-12-17;Bogota;7;Paqueteo 3-5
2017-12-17;Ibague;17;Mercancia
2017-12-17;Ibague;5;Mensajeria
2017-12-17;Ibague;3;Paquetes 1-2
2017-12-17;Ibague;2;Paqueteo 3-5
2017-12-17;Manizales;3;Mercancia
2017-12-17;Manizales;3;Paquetes 1-2
2017-12-17;Medellin;688;Mercancia
2017-12-17;Medellin;77;Paquetes 1-2
2017-12-17;Medellin;4;Paqueteo 3-5
2017-12-17;Medellin;1;Mensajeria
2017-12-17;Pereira;3;Mercancia
2017-12-17;Sincelejo;50;Mensajeria
2017-12-17;Sincelejo;36;Mercancia
2017-12-17;Sincelejo;19;Paquetes 1-2
2017-12-17;Sincelejo;5;Paqueteo 3-5
2017-12-17;Turbaco;1;Mercancia
2017-12-17;Yumbo;1915;Mercancia
2017-12-17;Yumbo;61;Paquetes 1-2
2017-12-17;Yumbo;1;Paqueteo 3-5
2017-12-16;Barranquilla;965;Mercancia
2017-12-16;Barranquilla;354;Paquetes 1-2
2017-12-16;Barranquilla;349;Mensajeria
2017-12-16;Barranquilla;111;Paqueteo 3-5
2017-12-16;Bogota;30838;Mercancia
2017-12-16;Bogota;2524;Paquetes 1-2
2017-12-16;Bogota;1273;Mensajeria
2017-12-16;Bogota;1124;Paqueteo 3-5
2017-12-16;Bucaramanga;454;Mercancia
2017-12-16;Bucaramanga;222;Mensajeria
2017-12-16;Bucaramanga;52;Paqueteo 3-5
2017-12-16;Bucaramanga;47;Paquetes 1-2
2017-12-16;Cucuta;148;Mercancia
2017-12-16;Cucuta;148;Paquetes 1-2
2017-12-16;Cucuta;45;Paqueteo 3-5
2017-12-16;Cucuta;34;Mensajeria
2017-12-16;Ibague;124;Mercancia
2017-12-16;Ibague;76;Paquetes 1-2
2017-12-16;Ibague;46;Mensajeria
2017-12-16;Ibague;9;Paqueteo 3-5
2017-12-16;Manizales;1290;Mercancia
2017-12-16;Manizales;32;Mensajeria
2017-12-16;Manizales;30;Paquetes 1-2
2017-12-16;Manizales;6;Paqueteo 3-5
2017-12-16;Medellin;13135;Mercancia
2017-12-16;Medellin;2951;Paquetes 1-2
2017-12-16;Medellin;1465;Mensajeria
2017-12-16;Medellin;391;Paqueteo 3-5
2017-12-16;Pasto;60;Mercancia
2017-12-16;Pasto;32;Mensajeria
2017-12-16;Pasto;12;Paquetes 1-2
2017-12-16;Pasto;8;Paqueteo 3-5
2017-12-16;Pereira;1087;Mercancia
2017-12-16;Pereira;193;Mensajeria
2017-12-16;Pereira;106;Paquetes 1-2
2017-12-16;Pereira;23;Paqueteo 3-5
2017-12-16;Sincelejo;222;Mercancia
2017-12-16;Sincelejo;183;Mensajeria
2017-12-16;Sincelejo;54;Paquetes 1-2
2017-12-16;Sincelejo;38;Paqueteo 3-5
2017-12-16;Turbaco;619;Mercancia
2017-12-16;Turbaco;280;Mensajeria
2017-12-16;Turbaco;67;Paquetes 1-2
2017-12-16;Turbaco;20;Paqueteo 3-5
2017-12-16;Yumbo;8003;Mercancia
2017-12-16;Yumbo;967;Paquetes 1-2
2017-12-16;Yumbo;520;Mensajeria
2017-12-16;Yumbo;230;Paqueteo 3-5
2017-12-15;Barranquilla;2628;Mercancia
2017-12-15;Barranquilla;579;Mensajeria
2017-12-15;Barranquilla;392;Paquetes 1-2
2017-12-15;Barranquilla;189;Paqueteo 3-5
2017-12-15;Bogota;33139;Mercancia
2017-12-15;Bogota;4229;Paquetes 1-2
2017-12-15;Bogota;3042;Mensajeria
2017-12-15;Bogota;1283;Paqueteo 3-5
2017-12-15;Bucaramanga;782;Mercancia
2017-12-15;Bucaramanga;274;Mensajeria
2017-12-15;Bucaramanga;139;Paquetes 1-2
2017-12-15;Bucaramanga;83;Paqueteo 3-5
2017-12-15;Cucuta;215;Paquetes 1-2
2017-12-15;Cucuta;202;Mercancia
2017-12-15;Cucuta;75;Mensajeria
2017-12-15;Cucuta;55;Paqueteo 3-5
2017-12-15;Ibague;274;Mercancia
2017-12-15;Ibague;125;Mensajeria
2017-12-15;Ibague;60;Paquetes 1-2
2017-12-15;Ibague;18;Paqueteo 3-5
2017-12-15;Manizales;2508;Mercancia
2017-12-15;Manizales;68;Mensajeria
2017-12-15;Manizales;45;Paquetes 1-2
2017-12-15;Manizales;22;Paqueteo 3-5
2017-12-15;Medellin;19009;Mercancia
2017-12-15;Medellin;4788;Paquetes 1-2
2017-12-15;Medellin;2167;Mensajeria
2017-12-15;Medellin;1289;Paqueteo 3-5
2017-12-15;Pasto;119;Mercancia
2017-12-15;Pasto;86;Mensajeria
2017-12-15;Pasto;23;Paquetes 1-2
2017-12-15;Pasto;11;Paqueteo 3-5
2017-12-15;Pereira;2252;Mercancia
2017-12-15;Pereira;430;Mensajeria
2017-12-15;Pereira;211;Paquetes 1-2
2017-12-15;Pereira;77;Paqueteo 3-5
2017-12-15;Sincelejo;253;Mercancia
2017-12-15;Sincelejo;242;Mensajeria
2017-12-15;Sincelejo;93;Paquetes 1-2
2017-12-15;Sincelejo;50;Paqueteo 3-5
2017-12-15;Turbaco;2687;Mercancia
2017-12-15;Turbaco;171;Mensajeria
2017-12-15;Turbaco;133;Paquetes 1-2
2017-12-15;Turbaco;51;Paqueteo 3-5
2017-12-15;Yumbo;10798;Mercancia
2017-12-15;Yumbo;907;Mensajeria
2017-12-15;Yumbo;708;Paquetes 1-2
2017-12-15;Yumbo;346;Paqueteo 3-5
2017-12-14;Barranquilla;2389;Mercancia
2017-12-14;Barranquilla;512;Mensajeria
2017-12-14;Barranquilla;466;Paquetes 1-2
2017-12-14;Barranquilla;210;Paqueteo 3-5
2017-12-14;Bogota;26859;Mercancia
2017-12-14;Bogota;2533;Mensajeria
2017-12-14;Bogota;2528;Paquetes 1-2
2017-12-14;Bogota;694;Paqueteo 3-5
2017-12-14;Bucaramanga;750;Mercancia
2017-12-14;Bucaramanga;336;Mensajeria
2017-12-14;Bucaramanga;142;Paquetes 1-2
2017-12-14;Bucaramanga;89;Paqueteo 3-5
2017-12-14;Cucuta;271;Mercancia
2017-12-14;Cucuta;139;Paquetes 1-2
2017-12-14;Cucuta;114;Mensajeria
2017-12-14;Cucuta;40;Paqueteo 3-5
2017-12-14;Ibague;533;Mercancia
2017-12-14;Ibague;79;Paquetes 1-2
2017-12-14;Ibague;61;Mensajeria
2017-12-14;Ibague;28;Paqueteo 3-5
2017-12-14;Manizales;1358;Mercancia
2017-12-14;Manizales;99;Mensajeria
2017-12-14;Manizales;73;Paqueteo 3-5
2017-12-14;Manizales;56;Paquetes 1-2
2017-12-14;Medellin;20379;Mercancia
2017-12-14;Medellin;4163;Paquetes 1-2
2017-12-14;Medellin;2788;Mensajeria
2017-12-14;Medellin;1337;Paqueteo 3-5
2017-12-14;Pasto;138;Mercancia
2017-12-14;Pasto;123;Paquetes 1-2
2017-12-14;Pasto;52;Mensajeria
2017-12-14;Pasto;12;Paqueteo 3-5
2017-12-14;Pereira;1960;Mercancia
2017-12-14;Pereira;339;Mensajeria
2017-12-14;Pereira;195;Paquetes 1-2
2017-12-14;Pereira;69;Paqueteo 3-5
2017-12-14;Sincelejo;400;Mercancia
2017-12-14;Sincelejo;339;Mensajeria
2017-12-14;Sincelejo;125;Paquetes 1-2
2017-12-14;Sincelejo;70;Paqueteo 3-5
2017-12-14;Turbaco;425;Mercancia
2017-12-14;Turbaco;198;Paquetes 1-2
2017-12-14;Turbaco;147;Mensajeria
2017-12-14;Turbaco;55;Paqueteo 3-5
2017-12-14;Yumbo;10971;Mercancia
2017-12-14;Yumbo;1077;Mensajeria
2017-12-14;Yumbo;1021;Paquetes 1-2
2017-12-14;Yumbo;382;Paqueteo 3-5
2017-12-13;Barranquilla;2521;Mercancia
2017-12-13;Barranquilla;520;Mensajeria
2017-12-13;Barranquilla;346;Paquetes 1-2
2017-12-13;Barranquilla;218;Paqueteo 3-5
2017-12-13;Bogota;35551;Mercancia
2017-12-13;Bogota;3465;Paquetes 1-2
2017-12-13;Bogota;2909;Mensajeria
2017-12-13;Bogota;1436;Paqueteo 3-5
2017-12-13;Bucaramanga;961;Mercancia
2017-12-13;Bucaramanga;221;Mensajeria
2017-12-13;Bucaramanga;146;Paquetes 1-2
2017-12-13;Bucaramanga;87;Paqueteo 3-5
2017-12-13;Cucuta;318;Mercancia
2017-12-13;Cucuta;150;Paquetes 1-2
2017-12-13;Cucuta;60;Mensajeria
2017-12-13;Cucuta;41;Paqueteo 3-5
2017-12-13;Ibague;283;Mercancia
2017-12-13;Ibague;138;Mensajeria
2017-12-13;Ibague;44;Paquetes 1-2
2017-12-13;Ibague;33;Paqueteo 3-5
2017-12-13;Manizales;1812;Mercancia
2017-12-13;Manizales;117;Mensajeria
2017-12-13;Manizales;60;Paqueteo 3-5
2017-12-13;Manizales;57;Paquetes 1-2
2017-12-13;Medellin;19417;Mercancia
2017-12-13;Medellin;4167;Paquetes 1-2
2017-12-13;Medellin;2009;Mensajeria
2017-12-13;Medellin;1359;Paqueteo 3-5
2017-12-13;Pasto;173;Mercancia
2017-12-13;Pasto;70;Mensajeria
2017-12-13;Pasto;20;Paqueteo 3-5
2017-12-13;Pasto;17;Paquetes 1-2
2017-12-13;Pereira;2424;Mercancia
2017-12-13;Pereira;541;Mensajeria
2017-12-13;Pereira;239;Paquetes 1-2
2017-12-13;Pereira;54;Paqueteo 3-5
2017-12-13;Sincelejo;375;Mercancia
2017-12-13;Sincelejo;260;Mensajeria
2017-12-13;Sincelejo;118;Paquetes 1-2
2017-12-13;Sincelejo;84;Paqueteo 3-5
2017-12-13;Turbaco;4382;Mercancia
2017-12-13;Turbaco;292;Mensajeria
2017-12-13;Turbaco;95;Paquetes 1-2
2017-12-13;Turbaco;47;Paqueteo 3-5
2017-12-13;Yumbo;12381;Mercancia
2017-12-13;Yumbo;1131;Paquetes 1-2
2017-12-13;Yumbo;874;Mensajeria
2017-12-13;Yumbo;549;Paqueteo 3-5
2017-12-12;Barranquilla;2290;Mercancia
2017-12-12;Barranquilla;619;Mensajeria
2017-12-12;Barranquilla;452;Paquetes 1-2
2017-12-12;Barranquilla;213;Paqueteo 3-5
2017-12-12;Bogota;32121;Mercancia
2017-12-12;Bogota;2965;Paquetes 1-2
2017-12-12;Bogota;2017;Mensajeria
2017-12-12;Bogota;1407;Paqueteo 3-5
2017-12-12;Bucaramanga;982;Mercancia
2017-12-12;Bucaramanga;340;Mensajeria
2017-12-12;Bucaramanga;157;Paquetes 1-2
2017-12-12;Bucaramanga;69;Paqueteo 3-5
2017-12-12;Cucuta;279;Mercancia
2017-12-12;Cucuta;159;Paquetes 1-2
2017-12-12;Cucuta;64;Mensajeria
2017-12-12;Cucuta;45;Paqueteo 3-5
2017-12-12;Ibague;445;Mercancia
2017-12-12;Ibague;119;Paquetes 1-2
2017-12-12;Ibague;118;Mensajeria
2017-12-12;Ibague;24;Paqueteo 3-5
2017-12-12;Manizales;2206;Mercancia
2017-12-12;Manizales;85;Mensajeria
2017-12-12;Manizales;38;Paquetes 1-2
2017-12-12;Manizales;15;Paqueteo 3-5
2017-12-12;Medellin;15679;Mercancia
2017-12-12;Medellin;4211;Paquetes 1-2
2017-12-12;Medellin;2236;Mensajeria
2017-12-12;Medellin;1280;Paqueteo 3-5
2017-12-12;Pasto;182;Mercancia
2017-12-12;Pasto;65;Mensajeria
2017-12-12;Pasto;15;Paquetes 1-2
2017-12-12;Pasto;8;Paqueteo 3-5
2017-12-12;Pereira;2664;Mercancia
2017-12-12;Pereira;412;Mensajeria
2017-12-12;Pereira;284;Paquetes 1-2
2017-12-12;Pereira;85;Paqueteo 3-5
2017-12-12;Sincelejo;354;Mensajeria
2017-12-12;Sincelejo;329;Mercancia
2017-12-12;Sincelejo;107;Paquetes 1-2
2017-12-12;Sincelejo;51;Paqueteo 3-5
2017-12-12;Turbaco;2131;Mercancia
2017-12-12;Turbaco;216;Mensajeria
2017-12-12;Turbaco;111;Paquetes 1-2
2017-12-12;Turbaco;59;Paqueteo 3-5
2017-12-12;Yumbo;9037;Mercancia
2017-12-12;Yumbo;1046;Mensajeria
2017-12-12;Yumbo;655;Paquetes 1-2
2017-12-12;Yumbo;346;Paqueteo 3-5
2017-12-11;Barranquilla;2845;Mercancia
2017-12-11;Barranquilla;445;Mensajeria
2017-12-11;Barranquilla;374;Paquetes 1-2
2017-12-11;Barranquilla;196;Paqueteo 3-5
2017-12-11;Bogota;26799;Mercancia
2017-12-11;Bogota;2416;Paquetes 1-2
2017-12-11;Bogota;2279;Mensajeria
2017-12-11;Bogota;1286;Paqueteo 3-5
2017-12-11;Bucaramanga;927;Mercancia
2017-12-11;Bucaramanga;231;Mensajeria
2017-12-11;Bucaramanga;148;Paquetes 1-2
2017-12-11;Bucaramanga;98;Paqueteo 3-5
2017-12-11;Cucuta;541;Mercancia
2017-12-11;Cucuta;184;Paquetes 1-2
2017-12-11;Cucuta;82;Mensajeria
2017-12-11;Cucuta;45;Paqueteo 3-5
2017-12-11;Ibague;482;Mercancia
2017-12-11;Ibague;136;Mensajeria
2017-12-11;Ibague;43;Paquetes 1-2
2017-12-11;Ibague;21;Paqueteo 3-5
2017-12-11;Manizales;3387;Mercancia
2017-12-11;Manizales;92;Mensajeria
2017-12-11;Manizales;50;Paqueteo 3-5
2017-12-11;Manizales;42;Paquetes 1-2
2017-12-11;Medellin;18315;Mercancia
2017-12-11;Medellin;2475;Paquetes 1-2
2017-12-11;Medellin;1297;Mensajeria
2017-12-11;Medellin;1240;Paqueteo 3-5
2017-12-11;Pasto;149;Mercancia
2017-12-11;Pasto;78;Mensajeria
2017-12-11;Pasto;21;Paquetes 1-2
2017-12-11;Pasto;17;Paqueteo 3-5
2017-12-11;Pereira;2359;Mercancia
2017-12-11;Pereira;447;Mensajeria
2017-12-11;Pereira;258;Paquetes 1-2
2017-12-11;Pereira;66;Paqueteo 3-5
2017-12-11;Sincelejo;2;Mercancia
2017-12-11;Sincelejo;1;Mensajeria
2017-12-11;Turbaco;3137;Mercancia
2017-12-11;Turbaco;336;Mensajeria
2017-12-11;Turbaco;96;Paquetes 1-2
2017-12-11;Turbaco;46;Paqueteo 3-5
2017-12-11;Yumbo;11346;Mercancia
2017-12-11;Yumbo;1329;Paquetes 1-2
2017-12-11;Yumbo;1048;Mensajeria
2017-12-11;Yumbo;452;Paqueteo 3-5
2017-12-10;Barranquilla;69;Mercancia
2017-12-10;Barranquilla;28;Mensajeria
2017-12-10;Barranquilla;21;Paquetes 1-2
2017-12-10;Barranquilla;3;Paqueteo 3-5
