Week;Terminal_origen;productoMaestro;recogidas
2018-03-24;Bucaramanga;Mensajeria;170
2018-03-24;Bucaramanga;Paquetes 1-2;73
2018-03-24;Bucaramanga;Paqueteo 3-5;32
2018-03-24;Cienaga;Mercancia;2
2018-03-24;Cienaga;Paqueteo 3-5;1
2018-03-24;Cucuta;Mercancia;363
2018-03-24;Cucuta;Paquetes 1-2;262
2018-03-24;Cucuta;Mensajeria;52
2018-03-24;Cucuta;Paqueteo 3-5;13
2018-03-24;Ibague;Mercancia;274
2018-03-24;Ibague;Mensajeria;75
2018-03-24;Ibague;Paquetes 1-2;42
2018-03-24;Ibague;Paqueteo 3-5;14
2018-03-24;Manizales;Mercancia;1187
2018-03-24;Manizales;Mensajeria;44
2018-03-24;Manizales;Paquetes 1-2;25
2018-03-24;Manizales;Paqueteo 3-5;8
2018-03-24;Medellin;Mercancia;7549
2018-03-24;Medellin;Paquetes 1-2;1182
2018-03-24;Medellin;Mensajeria;537
2018-03-24;Medellin;Paqueteo 3-5;442
2018-03-24;Pasto;Mercancia;116
2018-03-24;Pasto;Mensajeria;42
2018-03-24;Pasto;Paquetes 1-2;11
2018-03-24;Pasto;Paqueteo 3-5;2
2018-03-24;Pereira;Mercancia;1046
2018-03-24;Pereira;Mensajeria;356
2018-03-24;Pereira;Paquetes 1-2;104
2018-03-24;Pereira;Paqueteo 3-5;21
2018-03-24;Sincelejo;Mercancia;251
2018-03-24;Sincelejo;Mensajeria;103
2018-03-24;Sincelejo;Paquetes 1-2;45
2018-03-24;Sincelejo;Paqueteo 3-5;26
2018-03-24;Turbaco;Mercancia;270
2018-03-24;Turbaco;Mensajeria;144
2018-03-24;Turbaco;Paquetes 1-2;40
2018-03-24;Turbaco;Paqueteo 3-5;15
2018-03-24;Yumbo;Mercancia;6167
2018-03-24;Yumbo;Mensajeria;484
2018-03-24;Yumbo;Paquetes 1-2;268
2018-03-24;Yumbo;Paqueteo 3-5;91
2018-03-23;Barranquilla;Mercancia;3101
2018-03-23;Barranquilla;Mensajeria;514
2018-03-23;Barranquilla;Paquetes 1-2;395
2018-03-23;Barranquilla;Paqueteo 3-5;150
2018-03-23;Bogota;Mercancia;24633
2018-03-23;Bogota;Mensajeria;2625
2018-03-23;Bogota;Paquetes 1-2;2105
2018-03-23;Bogota;Paqueteo 3-5;892
2018-03-23;Bosconia;Mercancia;9
2018-03-23;Bucaramanga;Mercancia;920
2018-03-23;Bucaramanga;Mensajeria;324
2018-03-23;Bucaramanga;Paquetes 1-2;144
2018-03-23;Bucaramanga;Paqueteo 3-5;64
2018-03-23;Cienaga;Mercancia;1
2018-03-23;Cucuta;Paquetes 1-2;250
2018-03-23;Cucuta;Mercancia;239
2018-03-23;Cucuta;Mensajeria;90
2018-03-23;Cucuta;Paqueteo 3-5;44
2018-03-23;Ibague;Mercancia;451
2018-03-23;Ibague;Mensajeria;125
2018-03-23;Ibague;Paquetes 1-2;84
2018-03-23;Ibague;Paqueteo 3-5;15
2018-03-23;Manizales;Mercancia;1291
2018-03-23;Manizales;Mensajeria;78
2018-03-23;Manizales;Paquetes 1-2;38
2018-03-23;Manizales;Paqueteo 3-5;18
2018-03-23;Medellin;Mercancia;12174
2018-03-23;Medellin;Paquetes 1-2;2547
2018-03-23;Medellin;Mensajeria;1841
2018-03-23;Medellin;Paqueteo 3-5;711
2018-03-23;Pasto;Mercancia;159
2018-03-23;Pasto;Mensajeria;71
2018-03-23;Pasto;Paquetes 1-2;23
2018-03-23;Pasto;Paqueteo 3-5;16
2018-03-23;Pereira;Mercancia;2125
2018-03-23;Pereira;Mensajeria;418
2018-03-23;Pereira;Paquetes 1-2;144
2018-03-23;Pereira;Paqueteo 3-5;94
2018-03-23;Sincelejo;Mercancia;243
2018-03-23;Sincelejo;Mensajeria;181
2018-03-23;Sincelejo;Paquetes 1-2;66
2018-03-23;Sincelejo;Paqueteo 3-5;34
2018-03-23;Turbaco;Mercancia;535
2018-03-23;Turbaco;Mensajeria;239
2018-03-23;Turbaco;Paquetes 1-2;74
2018-03-23;Turbaco;Paqueteo 3-5;42
2018-03-23;Yumbo;Mercancia;8600
2018-03-23;Yumbo;Mensajeria;989
2018-03-23;Yumbo;Paquetes 1-2;728
2018-03-23;Yumbo;Paqueteo 3-5;258
2018-03-22;Barranquilla;Mercancia;3068
2018-03-22;Barranquilla;Mensajeria;690
2018-03-22;Barranquilla;Paquetes 1-2;494
2018-03-22;Barranquilla;Paqueteo 3-5;210
2018-03-22;Bogota;Mercancia;20453
2018-03-22;Bogota;Paquetes 1-2;2181
2018-03-22;Bogota;Mensajeria;2093
2018-03-22;Bogota;Paqueteo 3-5;636
2018-03-22;Bosconia;Mercancia;1
2018-03-22;Bucaramanga;Mercancia;823
2018-03-22;Bucaramanga;Mensajeria;253
2018-03-22;Bucaramanga;Paquetes 1-2;127
2018-03-22;Bucaramanga;Paqueteo 3-5;44
2018-03-22;Cienaga;Mensajeria;2
2018-03-22;Cienaga;Mercancia;1
2018-03-22;Cucuta;Paquetes 1-2;288
2018-03-22;Cucuta;Mercancia;284
2018-03-22;Cucuta;Paqueteo 3-5;61
2018-03-22;Cucuta;Mensajeria;55
2018-03-22;Ibague;Mercancia;478
2018-03-22;Ibague;Mensajeria;168
2018-03-22;Ibague;Paquetes 1-2;61
2018-03-22;Ibague;Paqueteo 3-5;17
2018-03-22;Manizales;Mercancia;1300
2018-03-22;Manizales;Mensajeria;94
2018-03-22;Manizales;Paqueteo 3-5;65
2018-03-22;Manizales;Paquetes 1-2;32
2018-03-22;Medellin;Mercancia;12408
2018-03-22;Medellin;Paquetes 1-2;2797
2018-03-22;Medellin;Mensajeria;1889
2018-03-22;Medellin;Paqueteo 3-5;943
2018-03-22;Pasto;Mercancia;161
2018-03-22;Pasto;Mensajeria;69
2018-03-22;Pasto;Paqueteo 3-5;14
2018-03-22;Pasto;Paquetes 1-2;14
2018-03-22;Pereira;Mercancia;1925
2018-03-22;Pereira;Mensajeria;272
2018-03-22;Pereira;Paquetes 1-2;211
2018-03-22;Pereira;Paqueteo 3-5;79
2018-03-22;Sincelejo;Mercancia;373
2018-03-22;Sincelejo;Mensajeria;204
2018-03-22;Sincelejo;Paquetes 1-2;97
2018-03-22;Sincelejo;Paqueteo 3-5;58
2018-03-22;Turbaco;Mercancia;1937
2018-03-22;Turbaco;Mensajeria;168
2018-03-22;Turbaco;Paquetes 1-2;65
2018-03-22;Turbaco;Paqueteo 3-5;25
2018-03-22;Yumbo;Mercancia;7599
2018-03-22;Yumbo;Mensajeria;832
2018-03-22;Yumbo;Paquetes 1-2;716
2018-03-22;Yumbo;Paqueteo 3-5;240
2018-03-21;Barranquilla;Mercancia;2412
2018-03-21;Barranquilla;Mensajeria;615
2018-03-21;Barranquilla;Paquetes 1-2;451
2018-03-21;Barranquilla;Paqueteo 3-5;199
2018-03-21;Bogota;Mercancia;29727
2018-03-21;Bogota;Paquetes 1-2;2667
2018-03-21;Bogota;Mensajeria;2225
2018-03-21;Bogota;Paqueteo 3-5;1243
2018-03-21;Bosconia;Mercancia;1
2018-03-21;Bucaramanga;Mercancia;750
2018-03-21;Bucaramanga;Mensajeria;324
2018-03-21;Bucaramanga;Paquetes 1-2;161
2018-03-21;Bucaramanga;Paqueteo 3-5;85
2018-03-21;Cienaga;Mercancia;2
2018-03-21;Cienaga;Mensajeria;1
2018-03-21;Cucuta;Mercancia;409
2018-03-21;Cucuta;Paquetes 1-2;235
2018-03-21;Cucuta;Mensajeria;65
2018-03-21;Cucuta;Paqueteo 3-5;54
2018-03-21;Ibague;Mercancia;309
2018-03-21;Ibague;Mensajeria;105
2018-03-21;Ibague;Paquetes 1-2;57
2018-03-21;Ibague;Paqueteo 3-5;30
2018-03-21;Manizales;Mercancia;2055
2018-03-21;Manizales;Paqueteo 3-5;126
2018-03-21;Manizales;Mensajeria;89
2018-03-21;Manizales;Paquetes 1-2;41
2018-03-21;Medellin;Mercancia;12871
2018-03-21;Medellin;Paquetes 1-2;3525
2018-03-21;Medellin;Mensajeria;1584
2018-03-21;Medellin;Paqueteo 3-5;846
2018-03-21;Pasto;Mercancia;170
2018-03-21;Pasto;Mensajeria;62
2018-03-21;Pasto;Paquetes 1-2;43
2018-03-21;Pasto;Paqueteo 3-5;13
2018-03-21;Pereira;Mercancia;1921
2018-03-21;Pereira;Mensajeria;348
2018-03-21;Pereira;Paquetes 1-2;215
2018-03-21;Pereira;Paqueteo 3-5;92
2018-03-21;Sincelejo;Mensajeria;388
2018-03-21;Sincelejo;Mercancia;367
2018-03-21;Sincelejo;Paquetes 1-2;135
2018-03-21;Sincelejo;Paqueteo 3-5;49
2018-03-21;Turbaco;Mercancia;1324
2018-03-21;Turbaco;Mensajeria;274
2018-03-21;Turbaco;Paquetes 1-2;94
2018-03-21;Turbaco;Paqueteo 3-5;28
2018-03-21;Yumbo;Mercancia;6837
2018-03-21;Yumbo;Mensajeria;1045
2018-03-21;Yumbo;Paquetes 1-2;985
2018-03-21;Yumbo;Paqueteo 3-5;280
2018-03-20;Barranquilla;Mercancia;2319
2018-03-20;Barranquilla;Mensajeria;569
2018-03-20;Barranquilla;Paquetes 1-2;388
2018-03-20;Barranquilla;Paqueteo 3-5;167
2018-03-20;Bogota;Mercancia;19731
2018-03-20;Bogota;Paquetes 1-2;1862
2018-03-20;Bogota;Mensajeria;1806
2018-03-20;Bogota;Paqueteo 3-5;643
2018-03-20;Bucaramanga;Mercancia;809
2018-03-20;Bucaramanga;Mensajeria;226
2018-03-20;Bucaramanga;Paquetes 1-2;164
2018-03-20;Bucaramanga;Paqueteo 3-5;108
2018-03-20;Cienaga;Mercancia;1
2018-03-20;Cienaga;Paquetes 1-2;1
2018-03-20;Cucuta;Paquetes 1-2;325
2018-03-20;Cucuta;Mercancia;224
2018-03-20;Cucuta;Mensajeria;120
2018-03-20;Cucuta;Paqueteo 3-5;58
2018-03-20;Ibague;Mercancia;298
2018-03-20;Ibague;Paquetes 1-2;164
2018-03-20;Ibague;Mensajeria;129
2018-03-20;Ibague;Paqueteo 3-5;33
2018-03-20;Manizales;Mercancia;1734
2018-03-20;Manizales;Mensajeria;85
2018-03-20;Manizales;Paqueteo 3-5;79
2018-03-20;Manizales;Paquetes 1-2;34
2018-03-20;Medellin;Mercancia;11147
2018-03-20;Medellin;Paquetes 1-2;3633
2018-03-20;Medellin;Mensajeria;1686
2018-03-20;Medellin;Paqueteo 3-5;834
2018-03-20;Pasto;Mercancia;222
2018-03-20;Pasto;Mensajeria;113
2018-03-20;Pasto;Paquetes 1-2;28
2018-03-20;Pasto;Paqueteo 3-5;21
2018-03-20;Pereira;Mercancia;1944
2018-03-20;Pereira;Mensajeria;368
2018-03-20;Pereira;Paquetes 1-2;257
2018-03-20;Pereira;Paqueteo 3-5;109
2018-03-20;Sincelejo;Mercancia;314
2018-03-20;Sincelejo;Paqueteo 3-5;57
2018-03-20;Sincelejo;Paquetes 1-2;55
2018-03-20;Sincelejo;Mensajeria;12
2018-03-20;Turbaco;Mercancia;949
2018-03-20;Turbaco;Mensajeria;302
2018-03-20;Turbaco;Paquetes 1-2;126
2018-03-20;Turbaco;Paqueteo 3-5;62
2018-03-20;Yumbo;Mercancia;7785
2018-03-20;Yumbo;Mensajeria;1101
2018-03-20;Yumbo;Paquetes 1-2;945
2018-03-20;Yumbo;Paqueteo 3-5;329
2018-03-19;Barranquilla;Mensajeria;8
2018-03-19;Barranquilla;Mercancia;8
2018-03-19;Barranquilla;Paqueteo 3-5;4
2018-03-19;Barranquilla;Paquetes 1-2;2
2018-03-19;Bogota;Mercancia;129
2018-03-19;Bogota;Paqueteo 3-5;4
2018-03-19;Bogota;Paquetes 1-2;1
2018-03-19;Bosconia;Mercancia;1
2018-03-19;Yumbo;Mercancia;3
2018-03-18;Barranquilla;Mercancia;62
2018-03-18;Barranquilla;Mensajeria;36
2018-03-18;Barranquilla;Paquetes 1-2;6
2018-03-18;Barranquilla;Paqueteo 3-5;5
2018-03-18;Bogota;Mercancia;2
2018-03-18;Bosconia;Mensajeria;1
2018-03-18;Bosconia;Mercancia;1
2018-03-18;Ibague;Mercancia;234
2018-03-18;Manizales;Mensajeria;4
2018-03-18;Manizales;Paquetes 1-2;4
2018-03-18;Manizales;Mercancia;3
2018-03-18;Medellin;Mercancia;145
2018-03-18;Medellin;Paquetes 1-2;1
2018-03-17;Barranquilla;Mercancia;926
2018-03-17;Barranquilla;Mensajeria;420
2018-03-17;Barranquilla;Paquetes 1-2;248
2018-03-17;Barranquilla;Paqueteo 3-5;89
2018-03-17;Bogota;Mercancia;15633
2018-03-17;Bogota;Mensajeria;1510
2018-03-17;Bogota;Paquetes 1-2;895
2018-03-17;Bogota;Paqueteo 3-5;455
2018-03-17;Bosconia;Mercancia;1
2018-03-17;Bucaramanga;Mercancia;728
2018-03-17;Bucaramanga;Mensajeria;279
2018-03-17;Bucaramanga;Paquetes 1-2;45
2018-03-17;Bucaramanga;Paqueteo 3-5;35
2018-03-17;Cienaga;Mensajeria;2
2018-03-17;Cienaga;Mercancia;1
2018-03-17;Cucuta;Paquetes 1-2;196
2018-03-17;Cucuta;Mercancia;186
2018-03-17;Cucuta;Mensajeria;60
2018-03-17;Cucuta;Paqueteo 3-5;29
2018-03-17;Ibague;Mercancia;197
2018-03-17;Ibague;Mensajeria;133
2018-03-17;Ibague;Paquetes 1-2;41
2018-03-17;Ibague;Paqueteo 3-5;7
2018-03-17;Manizales;Mercancia;1843
2018-03-17;Manizales;Mensajeria;54
2018-03-17;Manizales;Paquetes 1-2;20
2018-03-17;Manizales;Paqueteo 3-5;7
2018-03-17;Medellin;Mercancia;5365
2018-03-17;Medellin;Paquetes 1-2;1130
2018-03-17;Medellin;Mensajeria;524
2018-03-17;Medellin;Paqueteo 3-5;237
2018-03-17;Pasto;Mercancia;71
2018-03-17;Pasto;Mensajeria;48
2018-03-17;Pasto;Paquetes 1-2;20
2018-03-17;Pasto;Paqueteo 3-5;2
2018-03-17;Pereira;Mercancia;765
2018-03-17;Pereira;Mensajeria;184
2018-03-17;Pereira;Paquetes 1-2;66
2018-03-17;Pereira;Paqueteo 3-5;15
2018-03-17;Sincelejo;Mercancia;168
2018-03-17;Sincelejo;Mensajeria;130
2018-03-17;Sincelejo;Paquetes 1-2;26
2018-03-17;Sincelejo;Paqueteo 3-5;21
2018-03-17;Turbaco;Mercancia;531
2018-03-17;Turbaco;Mensajeria;157
2018-03-17;Turbaco;Paquetes 1-2;37
2018-03-17;Turbaco;Paqueteo 3-5;18
2018-03-17;Yumbo;Mercancia;3173
2018-03-17;Yumbo;Paquetes 1-2;533
2018-03-17;Yumbo;Mensajeria;321
2018-03-17;Yumbo;Paqueteo 3-5;111
2018-03-16;Barranquilla;Mercancia;2084
2018-03-16;Barranquilla;Mensajeria;430
2018-03-16;Barranquilla;Paquetes 1-2;379
2018-03-16;Barranquilla;Paqueteo 3-5;140
2018-03-16;Bogota;Mercancia;20143
2018-03-16;Bogota;Mensajeria;2530
2018-03-16;Bogota;Paquetes 1-2;2182
2018-03-16;Bogota;Paqueteo 3-5;820
2018-03-16;Bosconia;Mercancia;2
2018-03-16;Bucaramanga;Mercancia;720
2018-03-16;Bucaramanga;Mensajeria;355
2018-03-16;Bucaramanga;Paquetes 1-2;101
2018-03-16;Bucaramanga;Paqueteo 3-5;76
2018-03-16;Cucuta;Paquetes 1-2;240
2018-03-16;Cucuta;Mercancia;229
2018-03-16;Cucuta;Mensajeria;70
2018-03-16;Cucuta;Paqueteo 3-5;40
2018-03-16;Ibague;Mercancia;288
2018-03-16;Ibague;Mensajeria;168
2018-03-16;Ibague;Paquetes 1-2;62
2018-03-16;Ibague;Paqueteo 3-5;19
2018-03-16;Manizales;Mercancia;1795
2018-03-16;Manizales;Mensajeria;84
2018-03-16;Manizales;Paquetes 1-2;35
2018-03-16;Manizales;Paqueteo 3-5;26
2018-03-16;Medellin;Mercancia;11947
2018-03-16;Medellin;Paquetes 1-2;2781
2018-03-16;Medellin;Mensajeria;2094
2018-03-16;Medellin;Paqueteo 3-5;698
2018-03-16;Pasto;Mercancia;136
2018-03-16;Pasto;Mensajeria;80
2018-03-16;Pasto;Paquetes 1-2;26
2018-03-16;Pasto;Paqueteo 3-5;11
2018-03-16;Pereira;Mercancia;1799
2018-03-16;Pereira;Mensajeria;331
2018-03-16;Pereira;Paquetes 1-2;212
2018-03-16;Pereira;Paqueteo 3-5;86
2018-03-16;Sincelejo;Mercancia;249
2018-03-16;Sincelejo;Mensajeria;217
2018-03-16;Sincelejo;Paquetes 1-2;94
2018-03-16;Sincelejo;Paqueteo 3-5;43
2018-03-16;Turbaco;Mercancia;861
2018-03-16;Turbaco;Mensajeria;231
2018-03-16;Turbaco;Paquetes 1-2;84
2018-03-16;Turbaco;Paqueteo 3-5;39
2018-03-16;Yumbo;Mercancia;6388
2018-03-16;Yumbo;Mensajeria;894
2018-03-16;Yumbo;Paquetes 1-2;884
2018-03-16;Yumbo;Paqueteo 3-5;213
2018-03-15;Barranquilla;Mercancia;2980
2018-03-15;Barranquilla;Mensajeria;624
2018-03-15;Barranquilla;Paquetes 1-2;398
2018-03-15;Barranquilla;Paqueteo 3-5;161
2018-03-15;Bogota;Mercancia;25067
2018-03-15;Bogota;Mensajeria;3156
2018-03-15;Bogota;Paquetes 1-2;2560
2018-03-15;Bogota;Paqueteo 3-5;800
2018-03-15;Bosconia;Mercancia;4
2018-03-15;Bosconia;Paquetes 1-2;2
2018-03-15;Bucaramanga;Mercancia;814
2018-03-15;Bucaramanga;Mensajeria;266
2018-03-15;Bucaramanga;Paquetes 1-2;175
2018-03-15;Bucaramanga;Paqueteo 3-5;66
2018-03-15;Cienaga;Mercancia;2
2018-03-15;Cienaga;Mensajeria;1
2018-03-15;Cucuta;Paquetes 1-2;258
2018-03-15;Cucuta;Mercancia;206
2018-03-15;Cucuta;Mensajeria;52
2018-03-15;Cucuta;Paqueteo 3-5;26
2018-03-15;Ibague;Mercancia;557
2018-03-15;Ibague;Mensajeria;124
2018-03-15;Ibague;Paquetes 1-2;64
2018-03-15;Ibague;Paqueteo 3-5;30
2018-03-15;Manizales;Mercancia;1558
2018-03-15;Manizales;Mensajeria;86
2018-03-15;Manizales;Paquetes 1-2;31
2018-03-15;Manizales;Paqueteo 3-5;28
2018-03-15;Medellin;Mercancia;10396
2018-03-15;Medellin;Paquetes 1-2;2914
2018-03-15;Medellin;Mensajeria;1512
2018-03-15;Medellin;Paqueteo 3-5;650
2018-03-15;Pasto;Mercancia;147
2018-03-15;Pasto;Mensajeria;60
2018-03-15;Pasto;Paquetes 1-2;20
2018-03-15;Pasto;Paqueteo 3-5;8
2018-03-15;Pereira;Mercancia;1931
2018-03-15;Pereira;Mensajeria;323
2018-03-15;Pereira;Paquetes 1-2;171
2018-03-15;Pereira;Paqueteo 3-5;62
2018-03-15;Sincelejo;Mercancia;264
2018-03-15;Sincelejo;Mensajeria;187
2018-03-15;Sincelejo;Paquetes 1-2;70
2018-03-15;Sincelejo;Paqueteo 3-5;42
2018-03-15;Turbaco;Mercancia;3954
2018-03-15;Turbaco;Mensajeria;220
2018-03-15;Turbaco;Paquetes 1-2;105
2018-03-15;Turbaco;Paqueteo 3-5;39
2018-03-15;Yumbo;Mercancia;6951
2018-03-15;Yumbo;Mensajeria;797
2018-03-15;Yumbo;Paquetes 1-2;587
2018-03-15;Yumbo;Paqueteo 3-5;266
2018-03-14;Barranquilla;Mercancia;2250
2018-03-14;Barranquilla;Mensajeria;562
2018-03-14;Barranquilla;Paquetes 1-2;387
2018-03-14;Barranquilla;Paqueteo 3-5;203
2018-03-14;Bogota;Mercancia;21986
2018-03-14;Bogota;Mensajeria;2431
2018-03-14;Bogota;Paquetes 1-2;2223
2018-03-14;Bogota;Paqueteo 3-5;802
2018-03-14;Bosconia;Mensajeria;1
2018-03-14;Bosconia;Mercancia;1
2018-03-14;Bosconia;Paqueteo 3-5;1
2018-03-14;Bosconia;Paquetes 1-2;1
2018-03-14;Bucaramanga;Mercancia;718
2018-03-14;Bucaramanga;Mensajeria;221
2018-03-14;Bucaramanga;Paquetes 1-2;132
2018-03-14;Bucaramanga;Paqueteo 3-5;69
2018-03-14;Cienaga;Paquetes 1-2;3
2018-03-14;Cienaga;Mensajeria;1
2018-03-14;Cienaga;Paqueteo 3-5;1
2018-03-14;Cucuta;Paquetes 1-2;260
2018-03-14;Cucuta;Mercancia;217
2018-03-14;Cucuta;Mensajeria;75
2018-03-14;Cucuta;Paqueteo 3-5;42
2018-03-14;Ibague;Mercancia;293
2018-03-14;Ibague;Mensajeria;178
2018-03-14;Ibague;Paquetes 1-2;52
2018-03-14;Ibague;Paqueteo 3-5;26
2018-03-14;Manizales;Mercancia;1597
2018-03-14;Manizales;Paqueteo 3-5;76
2018-03-14;Manizales;Mensajeria;70
2018-03-14;Manizales;Paquetes 1-2;33
2018-03-14;Medellin;Mercancia;13146
2018-03-14;Medellin;Paquetes 1-2;3085
2018-03-14;Medellin;Mensajeria;1882
2018-03-14;Medellin;Paqueteo 3-5;656
2018-03-14;Pasto;Mercancia;190
2018-03-14;Pasto;Mensajeria;63
2018-03-14;Pasto;Paquetes 1-2;20
2018-03-14;Pasto;Paqueteo 3-5;11
2018-03-14;Pereira;Mercancia;1896
2018-03-14;Pereira;Mensajeria;300
2018-03-14;Pereira;Paquetes 1-2;185
2018-03-14;Pereira;Paqueteo 3-5;57
2018-03-14;Sincelejo;Mercancia;215
2018-03-14;Sincelejo;Mensajeria;150
2018-03-14;Sincelejo;Paquetes 1-2;80
2018-03-14;Sincelejo;Paqueteo 3-5;51
2018-03-14;Turbaco;Mercancia;1273
2018-03-14;Turbaco;Mensajeria;262
2018-03-14;Turbaco;Paquetes 1-2;74
2018-03-14;Turbaco;Paqueteo 3-5;44
2018-03-14;Yumbo;Mercancia;5914
2018-03-14;Yumbo;Mensajeria;842
2018-03-14;Yumbo;Paquetes 1-2;709
2018-03-14;Yumbo;Paqueteo 3-5;195
2018-03-13;Barranquilla;Mercancia;2515
2018-03-13;Barranquilla;Mensajeria;562
2018-03-13;Barranquilla;Paquetes 1-2;433
2018-03-13;Barranquilla;Paqueteo 3-5;205
2018-03-13;Bogota;Mercancia;21836
2018-03-13;Bogota;Mensajeria;3123
2018-03-13;Bogota;Paquetes 1-2;2434
2018-03-13;Bogota;Paqueteo 3-5;723
2018-03-13;Bosconia;Mercancia;1
2018-03-13;Bucaramanga;Mercancia;684
2018-03-13;Bucaramanga;Mensajeria;297
2018-03-13;Bucaramanga;Paquetes 1-2;193
2018-03-13;Bucaramanga;Paqueteo 3-5;106
2018-03-13;Cucuta;Paquetes 1-2;265
2018-03-13;Cucuta;Mercancia;204
2018-03-13;Cucuta;Paqueteo 3-5;56
2018-03-13;Cucuta;Mensajeria;54
2018-03-13;Ibague;Mercancia;364
2018-03-13;Ibague;Mensajeria;126
2018-03-13;Ibague;Paquetes 1-2;70
2018-03-13;Ibague;Paqueteo 3-5;20
2018-03-13;Manizales;Mercancia;1424
2018-03-13;Manizales;Mensajeria;89
2018-03-13;Manizales;Paquetes 1-2;38
2018-03-13;Manizales;Paqueteo 3-5;10
2018-03-13;Medellin;Mercancia;13403
2018-03-13;Medellin;Paquetes 1-2;3007
2018-03-13;Medellin;Mensajeria;1841
2018-03-13;Medellin;Paqueteo 3-5;834
2018-03-13;Pasto;Mercancia;150
2018-03-13;Pasto;Mensajeria;60
2018-03-13;Pasto;Paquetes 1-2;27
2018-03-13;Pasto;Paqueteo 3-5;9
2018-03-13;Pereira;Mercancia;2043
2018-03-13;Pereira;Mensajeria;484
2018-03-13;Pereira;Paquetes 1-2;256
2018-03-13;Pereira;Paqueteo 3-5;91
2018-03-13;Sincelejo;Mensajeria;394
2018-03-13;Sincelejo;Mercancia;359
2018-03-13;Sincelejo;Paquetes 1-2;159
2018-03-13;Sincelejo;Paqueteo 3-5;72
2018-03-13;Turbaco;Mercancia;2143
2018-03-13;Turbaco;Mensajeria;224
2018-03-13;Turbaco;Paquetes 1-2;140
2018-03-13;Turbaco;Paqueteo 3-5;41
2018-03-13;Yumbo;Mercancia;6401
2018-03-13;Yumbo;Mensajeria;782
2018-03-13;Yumbo;Paquetes 1-2;752
2018-03-13;Yumbo;Paqueteo 3-5;278
2018-03-12;Barranquilla;Mercancia;2475
2018-03-12;Barranquilla;Mensajeria;452
2018-03-12;Barranquilla;Paquetes 1-2;359
2018-03-12;Barranquilla;Paqueteo 3-5;169
2018-03-12;Bogota;Mercancia;21667
2018-03-12;Bogota;Paquetes 1-2;3038
2018-03-12;Bogota;Mensajeria;1924
2018-03-12;Bogota;Paqueteo 3-5;1100
2018-03-12;Bucaramanga;Mercancia;662
2018-03-12;Bucaramanga;Mensajeria;303
2018-03-12;Bucaramanga;Paquetes 1-2;142
2018-03-12;Bucaramanga;Paqueteo 3-5;81
2018-03-12;Cucuta;Mercancia;319
2018-03-12;Cucuta;Paquetes 1-2;256
2018-03-12;Cucuta;Mensajeria;106
2018-03-12;Cucuta;Paqueteo 3-5;35
2018-03-12;Ibague;Mercancia;509
2018-03-12;Ibague;Mensajeria;274
2018-03-12;Ibague;Paquetes 1-2;58
2018-03-12;Ibague;Paqueteo 3-5;25
2018-03-12;Manizales;Mercancia;805
2018-03-12;Manizales;Mensajeria;78
2018-03-12;Manizales;Paquetes 1-2;39
2018-03-12;Manizales;Paqueteo 3-5;32
2018-03-12;Medellin;Mercancia;11924
2018-03-12;Medellin;Paquetes 1-2;3278
2018-03-12;Medellin;Mensajeria;2006
2018-03-12;Medellin;Paqueteo 3-5;702
2018-03-12;Pasto;Mercancia;138
2018-03-12;Pasto;Mensajeria;83
2018-03-12;Pasto;Paquetes 1-2;20
2018-03-12;Pasto;Paqueteo 3-5;13
2018-03-12;Pereira;Mercancia;1944
2018-03-12;Pereira;Mensajeria;288
2018-03-12;Pereira;Paquetes 1-2;214
2018-03-12;Pereira;Paqueteo 3-5;70
2018-03-12;Sincelejo;Mercancia;150
2018-03-12;Sincelejo;Paqueteo 3-5;21
2018-03-12;Sincelejo;Paquetes 1-2;6
2018-03-12;Sincelejo;Mensajeria;1
2018-03-12;Turbaco;Mercancia;1925
2018-03-12;Turbaco;Mensajeria;246
2018-03-12;Turbaco;Paquetes 1-2;94
2018-03-12;Turbaco;Paqueteo 3-5;37
2018-03-12;Yumbo;Mercancia;6687
2018-03-12;Yumbo;Mensajeria;1083
2018-03-12;Yumbo;Paquetes 1-2;718
2018-03-12;Yumbo;Paqueteo 3-5;334
2018-03-11;Barranquilla;Mercancia;85
2018-03-11;Barranquilla;Mensajeria;50
2018-03-11;Barranquilla;Paquetes 1-2;18
2018-03-11;Barranquilla;Paqueteo 3-5;5
2018-03-11;Bogota;Paqueteo 3-5;1
2018-03-11;Bosconia;Mercancia;1
2018-03-11;Medellin;Mercancia;13
2018-03-11;Medellin;Paquetes 1-2;2
2018-03-11;Yumbo;Mercancia;1
2018-03-10;Barranquilla;Mercancia;2033
2018-03-10;Barranquilla;Mensajeria;348
2018-03-10;Barranquilla;Paquetes 1-2;325
2018-03-10;Barranquilla;Paqueteo 3-5;114
2018-03-10;Bogota;Mercancia;12687
2018-03-10;Bogota;Paquetes 1-2;3326
2018-03-10;Bogota;Mensajeria;1050
2018-03-10;Bogota;Paqueteo 3-5;300
2018-03-10;Bosconia;Mensajeria;1
2018-03-10;Bosconia;Mercancia;1
2018-03-10;Bucaramanga;Mercancia;454
2018-03-10;Bucaramanga;Mensajeria;280
2018-03-10;Bucaramanga;Paquetes 1-2;70
2018-03-10;Bucaramanga;Paqueteo 3-5;35
2018-03-10;Cienaga;Mercancia;4
2018-03-10;Cienaga;Mensajeria;2
2018-03-10;Cucuta;Paquetes 1-2;182
