Week;Terminal_origen;productoMaestro;recogidas
2018-05-28;Bosconia;Paqueteo 3-5;76
2018-05-28;Bucaramanga;Mercancia;4060
2018-05-28;Bucaramanga;Mensajeria;1579
2018-05-28;Bucaramanga;Paquetes 1-2;648
2018-05-28;Bucaramanga;Paqueteo 3-5;409
2018-05-28;Cienaga;Mercancia;674
2018-05-28;Cienaga;Mensajeria;365
2018-05-28;Cienaga;Paquetes 1-2;145
2018-05-28;Cienaga;Paqueteo 3-5;49
2018-05-28;Cucuta;Mercancia;1296
2018-05-28;Cucuta;Paquetes 1-2;1111
2018-05-28;Cucuta;Mensajeria;413
2018-05-28;Cucuta;Paqueteo 3-5;178
2018-05-28;Ibague;Mercancia;2520
2018-05-28;Ibague;Mensajeria;1022
2018-05-28;Ibague;Paquetes 1-2;330
2018-05-28;Ibague;Paqueteo 3-5;126
2018-05-28;Manizales;Mercancia;7789
2018-05-28;Manizales;Mensajeria;419
2018-05-28;Manizales;Paqueteo 3-5;339
2018-05-28;Manizales;Paquetes 1-2;206
2018-05-28;Medellin;Mercancia;62710
2018-05-28;Medellin;Paquetes 1-2;15844
2018-05-28;Medellin;Mensajeria;9054
2018-05-28;Medellin;Paqueteo 3-5;3941
2018-05-28;Pasto;Mercancia;713
2018-05-28;Pasto;Mensajeria;389
2018-05-28;Pasto;Paquetes 1-2;145
2018-05-28;Pasto;Paqueteo 3-5;49
2018-05-28;Pereira;Mercancia;8887
2018-05-28;Pereira;Mensajeria;2072
2018-05-28;Pereira;Paquetes 1-2;1080
2018-05-28;Pereira;Paqueteo 3-5;328
2018-05-28;Sincelejo;Mercancia;1391
2018-05-28;Sincelejo;Mensajeria;1073
2018-05-28;Sincelejo;Paquetes 1-2;438
2018-05-28;Sincelejo;Paqueteo 3-5;236
2018-05-28;Turbaco;Mercancia;3899
2018-05-28;Turbaco;Mensajeria;1224
2018-05-28;Turbaco;Paquetes 1-2;428
2018-05-28;Turbaco;Paqueteo 3-5;222
2018-05-28;Yumbo;Mercancia;31570
2018-05-28;Yumbo;Mensajeria;5274
2018-05-28;Yumbo;Paquetes 1-2;3966
2018-05-28;Yumbo;Paqueteo 3-5;1343
2018-05-21;Barranquilla;Mercancia;10229
2018-05-21;Barranquilla;Mensajeria;2432
2018-05-21;Barranquilla;Paquetes 1-2;1609
2018-05-21;Barranquilla;Paqueteo 3-5;723
2018-05-21;Bogota;Mercancia;136712
2018-05-21;Bogota;Paquetes 1-2;14203
2018-05-21;Bogota;Mensajeria;11672
2018-05-21;Bogota;Paqueteo 3-5;4600
2018-05-21;Bosconia;Mercancia;528
2018-05-21;Bosconia;Mensajeria;262
2018-05-21;Bosconia;Paquetes 1-2;102
2018-05-21;Bosconia;Paqueteo 3-5;59
2018-05-21;Bucaramanga;Mercancia;3800
2018-05-21;Bucaramanga;Mensajeria;1523
2018-05-21;Bucaramanga;Paquetes 1-2;742
2018-05-21;Bucaramanga;Paqueteo 3-5;458
2018-05-21;Cienaga;Mercancia;682
2018-05-21;Cienaga;Mensajeria;372
2018-05-21;Cienaga;Paquetes 1-2;121
2018-05-21;Cienaga;Paqueteo 3-5;55
2018-05-21;Cucuta;Mercancia;1438
2018-05-21;Cucuta;Paquetes 1-2;1180
2018-05-21;Cucuta;Mensajeria;460
2018-05-21;Cucuta;Paqueteo 3-5;176
2018-05-21;Ibague;Mercancia;2709
2018-05-21;Ibague;Mensajeria;651
2018-05-21;Ibague;Paquetes 1-2;393
2018-05-21;Ibague;Paqueteo 3-5;99
2018-05-21;Manizales;Mercancia;7873
2018-05-21;Manizales;Mensajeria;431
2018-05-21;Manizales;Paquetes 1-2;222
2018-05-21;Manizales;Paqueteo 3-5;111
2018-05-21;Medellin;Mercancia;68085
2018-05-21;Medellin;Paquetes 1-2;25711
2018-05-21;Medellin;Mensajeria;9596
2018-05-21;Medellin;Paqueteo 3-5;5297
2018-05-21;Pasto;Mercancia;818
2018-05-21;Pasto;Mensajeria;345
2018-05-21;Pasto;Paquetes 1-2;137
2018-05-21;Pasto;Paqueteo 3-5;65
2018-05-21;Pereira;Mercancia;10218
2018-05-21;Pereira;Mensajeria;1743
2018-05-21;Pereira;Paquetes 1-2;1115
2018-05-21;Pereira;Paqueteo 3-5;330
2018-05-21;Sincelejo;Mercancia;1434
2018-05-21;Sincelejo;Mensajeria;1041
2018-05-21;Sincelejo;Paquetes 1-2;397
2018-05-21;Sincelejo;Paqueteo 3-5;275
2018-05-21;Turbaco;Mercancia;4334
2018-05-21;Turbaco;Mensajeria;1329
2018-05-21;Turbaco;Paquetes 1-2;425
2018-05-21;Turbaco;Paqueteo 3-5;211
2018-05-21;Yumbo;Mercancia;37356
2018-05-21;Yumbo;Mensajeria;4866
2018-05-21;Yumbo;Paquetes 1-2;4210
2018-05-21;Yumbo;Paqueteo 3-5;1338
2018-05-14;Barranquilla;Mercancia;9523
2018-05-14;Barranquilla;Mensajeria;2018
2018-05-14;Barranquilla;Paquetes 1-2;1630
2018-05-14;Barranquilla;Paqueteo 3-5;679
2018-05-14;Bogota;Mercancia;114232
2018-05-14;Bogota;Paquetes 1-2;12501
2018-05-14;Bogota;Mensajeria;9905
2018-05-14;Bogota;Paqueteo 3-5;4494
2018-05-14;Bosconia;Mercancia;388
2018-05-14;Bosconia;Mensajeria;283
2018-05-14;Bosconia;Paquetes 1-2;91
2018-05-14;Bosconia;Paqueteo 3-5;46
2018-05-14;Bucaramanga;Mercancia;3490
2018-05-14;Bucaramanga;Mensajeria;1379
2018-05-14;Bucaramanga;Paquetes 1-2;619
2018-05-14;Bucaramanga;Paqueteo 3-5;389
2018-05-14;Cienaga;Mercancia;747
2018-05-14;Cienaga;Mensajeria;298
2018-05-14;Cienaga;Paquetes 1-2;100
2018-05-14;Cienaga;Paqueteo 3-5;40
2018-05-14;Cucuta;Mercancia;1161
2018-05-14;Cucuta;Paquetes 1-2;1019
2018-05-14;Cucuta;Mensajeria;316
2018-05-14;Cucuta;Paqueteo 3-5;187
2018-05-14;Ibague;Mercancia;1952
2018-05-14;Ibague;Mensajeria;736
2018-05-14;Ibague;Paquetes 1-2;325
2018-05-14;Ibague;Paqueteo 3-5;97
2018-05-14;Manizales;Mercancia;7049
2018-05-14;Manizales;Mensajeria;366
2018-05-14;Manizales;Paquetes 1-2;169
2018-05-14;Manizales;Paqueteo 3-5;93
2018-05-14;Medellin;Mercancia;55508
2018-05-14;Medellin;Paquetes 1-2;16934
2018-05-14;Medellin;Mensajeria;7457
2018-05-14;Medellin;Paqueteo 3-5;3714
2018-05-14;Pasto;Mercancia;693
2018-05-14;Pasto;Mensajeria;302
2018-05-14;Pasto;Paquetes 1-2;137
2018-05-14;Pasto;Paqueteo 3-5;44
2018-05-14;Pereira;Mercancia;8233
2018-05-14;Pereira;Mensajeria;1850
2018-05-14;Pereira;Paquetes 1-2;977
2018-05-14;Pereira;Paqueteo 3-5;266
2018-05-14;Sincelejo;Mercancia;1353
2018-05-14;Sincelejo;Mensajeria;905
2018-05-14;Sincelejo;Paquetes 1-2;374
2018-05-14;Sincelejo;Paqueteo 3-5;237
2018-05-14;Turbaco;Mercancia;7542
2018-05-14;Turbaco;Mensajeria;1165
2018-05-14;Turbaco;Paquetes 1-2;407
2018-05-14;Turbaco;Paqueteo 3-5;233
2018-05-14;Yumbo;Mercancia;28642
2018-05-14;Yumbo;Mensajeria;3880
2018-05-14;Yumbo;Paquetes 1-2;3529
2018-05-14;Yumbo;Paqueteo 3-5;1138
2018-05-07;Barranquilla;Mercancia;11377
2018-05-07;Barranquilla;Mensajeria;2333
2018-05-07;Barranquilla;Paquetes 1-2;1885
2018-05-07;Barranquilla;Paqueteo 3-5;815
2018-05-07;Bogota;Mercancia;132863
2018-05-07;Bogota;Paquetes 1-2;16199
2018-05-07;Bogota;Mensajeria;13000
2018-05-07;Bogota;Paqueteo 3-5;4601
2018-05-07;Bosconia;Mercancia;555
2018-05-07;Bosconia;Mensajeria;331
2018-05-07;Bosconia;Paquetes 1-2;112
2018-05-07;Bosconia;Paqueteo 3-5;74
2018-05-07;Bucaramanga;Mercancia;4407
2018-05-07;Bucaramanga;Mensajeria;1589
2018-05-07;Bucaramanga;Paquetes 1-2;724
2018-05-07;Bucaramanga;Paqueteo 3-5;467
2018-05-07;Cienaga;Mercancia;639
2018-05-07;Cienaga;Mensajeria;289
2018-05-07;Cienaga;Paquetes 1-2;120
2018-05-07;Cienaga;Paqueteo 3-5;45
2018-05-07;Cucuta;Mercancia;1656
2018-05-07;Cucuta;Paquetes 1-2;1463
2018-05-07;Cucuta;Mensajeria;420
2018-05-07;Cucuta;Paqueteo 3-5;241
2018-05-07;Ibague;Mercancia;2362
2018-05-07;Ibague;Mensajeria;821
2018-05-07;Ibague;Paquetes 1-2;367
2018-05-07;Ibague;Paqueteo 3-5;115
2018-05-07;Manizales;Mercancia;12586
2018-05-07;Manizales;Mensajeria;498
2018-05-07;Manizales;Paquetes 1-2;215
2018-05-07;Manizales;Paqueteo 3-5;114
2018-05-07;Medellin;Mercancia;76549
2018-05-07;Medellin;Paquetes 1-2;15701
2018-05-07;Medellin;Mensajeria;9617
2018-05-07;Medellin;Paqueteo 3-5;5103
2018-05-07;Pasto;Mercancia;686
2018-05-07;Pasto;Mensajeria;395
2018-05-07;Pasto;Paquetes 1-2;127
2018-05-07;Pasto;Paqueteo 3-5;51
2018-05-07;Pereira;Mercancia;10338
2018-05-07;Pereira;Mensajeria;1915
2018-05-07;Pereira;Paquetes 1-2;1599
2018-05-07;Pereira;Paqueteo 3-5;342
2018-05-07;Sincelejo;Mercancia;1531
2018-05-07;Sincelejo;Mensajeria;1253
2018-05-07;Sincelejo;Paquetes 1-2;475
2018-05-07;Sincelejo;Paqueteo 3-5;269
2018-05-07;Turbaco;Mercancia;6862
2018-05-07;Turbaco;Mensajeria;1498
2018-05-07;Turbaco;Paquetes 1-2;467
2018-05-07;Turbaco;Paqueteo 3-5;208
2018-05-07;Yumbo;Mercancia;36647
2018-05-07;Yumbo;Mensajeria;5768
2018-05-07;Yumbo;Paquetes 1-2;4240
2018-05-07;Yumbo;Paqueteo 3-5;1506
2018-04-30;Barranquilla;Mercancia;8846
2018-04-30;Barranquilla;Mensajeria;2803
2018-04-30;Barranquilla;Paquetes 1-2;1558
2018-04-30;Barranquilla;Paqueteo 3-5;682
2018-04-30;Bogota;Mercancia;115240
2018-04-30;Bogota;Paquetes 1-2;11001
2018-04-30;Bogota;Mensajeria;9736
2018-04-30;Bogota;Paqueteo 3-5;5403
2018-04-30;Bosconia;Mercancia;404
2018-04-30;Bosconia;Mensajeria;291
2018-04-30;Bosconia;Paquetes 1-2;111
2018-04-30;Bosconia;Paqueteo 3-5;47
2018-04-30;Bucaramanga;Mercancia;3589
2018-04-30;Bucaramanga;Mensajeria;1541
2018-04-30;Bucaramanga;Paquetes 1-2;613
2018-04-30;Bucaramanga;Paqueteo 3-5;421
2018-04-30;Cienaga;Mercancia;625
2018-04-30;Cienaga;Mensajeria;317
2018-04-30;Cienaga;Paquetes 1-2;99
2018-04-30;Cienaga;Paqueteo 3-5;42
2018-04-30;Cucuta;Mercancia;1320
2018-04-30;Cucuta;Paquetes 1-2;1254
2018-04-30;Cucuta;Mensajeria;390
2018-04-30;Cucuta;Paqueteo 3-5;278
2018-04-30;Ibague;Mercancia;1847
2018-04-30;Ibague;Mensajeria;597
2018-04-30;Ibague;Paquetes 1-2;344
2018-04-30;Ibague;Paqueteo 3-5;127
2018-04-30;Manizales;Mercancia;7339
2018-04-30;Manizales;Mensajeria;368
2018-04-30;Manizales;Paqueteo 3-5;346
2018-04-30;Manizales;Paquetes 1-2;182
2018-04-30;Medellin;Mercancia;63525
2018-04-30;Medellin;Paquetes 1-2;14186
2018-04-30;Medellin;Mensajeria;7564
2018-04-30;Medellin;Paqueteo 3-5;3817
2018-04-30;Pasto;Mercancia;576
2018-04-30;Pasto;Mensajeria;335
2018-04-30;Pasto;Paquetes 1-2;125
2018-04-30;Pasto;Paqueteo 3-5;60
2018-04-30;Pereira;Mercancia;7749
2018-04-30;Pereira;Mensajeria;1667
2018-04-30;Pereira;Paquetes 1-2;929
2018-04-30;Pereira;Paqueteo 3-5;303
2018-04-30;Sincelejo;Mercancia;1360
2018-04-30;Sincelejo;Mensajeria;1054
2018-04-30;Sincelejo;Paquetes 1-2;441
2018-04-30;Sincelejo;Paqueteo 3-5;234
2018-04-30;Turbaco;Mercancia;2562
2018-04-30;Turbaco;Mensajeria;1110
2018-04-30;Turbaco;Paquetes 1-2;434
2018-04-30;Turbaco;Paqueteo 3-5;162
2018-04-30;Yumbo;Mercancia;29529
2018-04-30;Yumbo;Mensajeria;4028
2018-04-30;Yumbo;Paquetes 1-2;3772
2018-04-30;Yumbo;Paqueteo 3-5;1190
2018-04-23;Barranquilla;Mercancia;10582
2018-04-23;Barranquilla;Mensajeria;2235
2018-04-23;Barranquilla;Paquetes 1-2;1783
2018-04-23;Barranquilla;Paqueteo 3-5;937
2018-04-23;Bogota;Mercancia;126643
2018-04-23;Bogota;Mensajeria;14445
2018-04-23;Bogota;Paquetes 1-2;12406
2018-04-23;Bogota;Paqueteo 3-5;6265
2018-04-23;Bosconia;Mercancia;516
2018-04-23;Bosconia;Mensajeria;280
2018-04-23;Bosconia;Paquetes 1-2;79
2018-04-23;Bosconia;Paqueteo 3-5;54
2018-04-23;Bucaramanga;Mercancia;4590
2018-04-23;Bucaramanga;Mensajeria;1733
2018-04-23;Bucaramanga;Paquetes 1-2;709
2018-04-23;Bucaramanga;Paqueteo 3-5;462
2018-04-23;Cienaga;Mercancia;802
2018-04-23;Cienaga;Mensajeria;354
2018-04-23;Cienaga;Paquetes 1-2;112
2018-04-23;Cienaga;Paqueteo 3-5;46
2018-04-23;Cucuta;Mercancia;1747
2018-04-23;Cucuta;Paquetes 1-2;1304
2018-04-23;Cucuta;Mensajeria;410
2018-04-23;Cucuta;Paqueteo 3-5;308
2018-04-23;Ibague;Mercancia;2593
2018-04-23;Ibague;Mensajeria;882
2018-04-23;Ibague;Paquetes 1-2;361
2018-04-23;Ibague;Paqueteo 3-5;167
2018-04-23;Manizales;Mercancia;10071
2018-04-23;Manizales;Paqueteo 3-5;815
2018-04-23;Manizales;Mensajeria;442
2018-04-23;Manizales;Paquetes 1-2;209
2018-04-23;Medellin;Mercancia;76149
2018-04-23;Medellin;Paquetes 1-2;15990
2018-04-23;Medellin;Mensajeria;8993
2018-04-23;Medellin;Paqueteo 3-5;4757
2018-04-23;Pasto;Mercancia;792
2018-04-23;Pasto;Mensajeria;397
2018-04-23;Pasto;Paquetes 1-2;140
2018-04-23;Pasto;Paqueteo 3-5;78
2018-04-23;Pereira;Mercancia;9544
2018-04-23;Pereira;Mensajeria;2162
2018-04-23;Pereira;Paquetes 1-2;1305
2018-04-23;Pereira;Paqueteo 3-5;376
2018-04-23;Sincelejo;Mercancia;1442
2018-04-23;Sincelejo;Mensajeria;1053
2018-04-23;Sincelejo;Paquetes 1-2;430
2018-04-23;Sincelejo;Paqueteo 3-5;269
2018-04-23;Turbaco;Mercancia;3944
2018-04-23;Turbaco;Mensajeria;1414
2018-04-23;Turbaco;Paquetes 1-2;491
2018-04-23;Turbaco;Paqueteo 3-5;239
2018-04-23;Yumbo;Mercancia;34532
2018-04-23;Yumbo;Mensajeria;4808
2018-04-23;Yumbo;Paquetes 1-2;4172
2018-04-23;Yumbo;Paqueteo 3-5;1376
2018-04-16;Barranquilla;Mercancia;11740
2018-04-16;Barranquilla;Mensajeria;2783
2018-04-16;Barranquilla;Paquetes 1-2;2006
2018-04-16;Barranquilla;Paqueteo 3-5;989
2018-04-16;Bogota;Mercancia;138068
2018-04-16;Bogota;Paquetes 1-2;14388
2018-04-16;Bogota;Mensajeria;11545
2018-04-16;Bogota;Paqueteo 3-5;5659
2018-04-16;Bosconia;Mercancia;212
2018-04-16;Bosconia;Mensajeria;151
2018-04-16;Bosconia;Paqueteo 3-5;36
2018-04-16;Bosconia;Paquetes 1-2;24
2018-04-16;Bucaramanga;Mercancia;4670
2018-04-16;Bucaramanga;Mensajeria;1604
2018-04-16;Bucaramanga;Paquetes 1-2;761
2018-04-16;Bucaramanga;Paqueteo 3-5;434
2018-04-16;Cienaga;Mercancia;211
2018-04-16;Cienaga;Mensajeria;141
2018-04-16;Cienaga;Paquetes 1-2;19
2018-04-16;Cienaga;Paqueteo 3-5;5
2018-04-16;Cucuta;Mercancia;1568
2018-04-16;Cucuta;Paquetes 1-2;1398
2018-04-16;Cucuta;Mensajeria;422
2018-04-16;Cucuta;Paqueteo 3-5;251
2018-04-16;Ibague;Mercancia;2991
2018-04-16;Ibague;Mensajeria;807
2018-04-16;Ibague;Paquetes 1-2;390
2018-04-16;Ibague;Paqueteo 3-5;158
2018-04-16;Manizales;Mercancia;9856
2018-04-16;Manizales;Mensajeria;484
2018-04-16;Manizales;Paquetes 1-2;228
2018-04-16;Manizales;Paqueteo 3-5;171
2018-04-16;Medellin;Mercancia;73703
2018-04-16;Medellin;Paquetes 1-2;39402
2018-04-16;Medellin;Mensajeria;12174
2018-04-16;Medellin;Paqueteo 3-5;4757
2018-04-16;Pasto;Mercancia;823
2018-04-16;Pasto;Mensajeria;404
2018-04-16;Pasto;Paquetes 1-2;136
2018-04-16;Pasto;Paqueteo 3-5;52
2018-04-16;Pereira;Mercancia;9641
2018-04-16;Pereira;Mensajeria;2086
2018-04-16;Pereira;Paquetes 1-2;1796
2018-04-16;Pereira;Paqueteo 3-5;354
2018-04-16;Sincelejo;Mercancia;2015
2018-04-16;Sincelejo;Mensajeria;1156
2018-04-16;Sincelejo;Paquetes 1-2;454
2018-04-16;Sincelejo;Paqueteo 3-5;273
2018-04-16;Turbaco;Mercancia;7836
2018-04-16;Turbaco;Mensajeria;1451
2018-04-16;Turbaco;Paquetes 1-2;478
2018-04-16;Turbaco;Paqueteo 3-5;199
2018-04-16;Yumbo;Mercancia;36696
2018-04-16;Yumbo;Mensajeria;4639
2018-04-16;Yumbo;Paquetes 1-2;4419
2018-04-16;Yumbo;Paqueteo 3-5;1685
2018-04-09;Barranquilla;Mercancia;12536
2018-04-09;Barranquilla;Mensajeria;2606
2018-04-09;Barranquilla;Paquetes 1-2;2029
2018-04-09;Barranquilla;Paqueteo 3-5;824
2018-04-09;Bogota;Mercancia;128406
2018-04-09;Bogota;Mensajeria;15842
2018-04-09;Bogota;Paquetes 1-2;11916
2018-04-09;Bogota;Paqueteo 3-5;4843
2018-04-09;Bosconia;Mensajeria;60
2018-04-09;Bosconia;Mercancia;17
2018-04-09;Bosconia;Paqueteo 3-5;14
2018-04-09;Bosconia;Paquetes 1-2;1
2018-04-09;Bucaramanga;Mercancia;4160
2018-04-09;Bucaramanga;Mensajeria;1619
2018-04-09;Bucaramanga;Paquetes 1-2;727
2018-04-09;Bucaramanga;Paqueteo 3-5;467
2018-04-09;Cienaga;Mensajeria;29
2018-04-09;Cienaga;Mercancia;21
2018-04-09;Cienaga;Paqueteo 3-5;3
2018-04-09;Cucuta;Paquetes 1-2;1681
2018-04-09;Cucuta;Mercancia;1387
2018-04-09;Cucuta;Mensajeria;414
2018-04-09;Cucuta;Paqueteo 3-5;283
2018-04-09;Ibague;Mercancia;2290
2018-04-09;Ibague;Mensajeria;846
2018-04-09;Ibague;Paquetes 1-2;318
2018-04-09;Ibague;Paqueteo 3-5;119
2018-04-09;Manizales;Mercancia;11335
2018-04-09;Manizales;Mensajeria;509
2018-04-09;Manizales;Paquetes 1-2;249
2018-04-09;Manizales;Paqueteo 3-5;193
2018-04-09;Medellin;Mercancia;69533
2018-04-09;Medellin;Paquetes 1-2;13453
2018-04-09;Medellin;Mensajeria;9807
2018-04-09;Medellin;Paqueteo 3-5;4738
2018-04-09;Pasto;Mercancia;783
2018-04-09;Pasto;Mensajeria;368
2018-04-09;Pasto;Paquetes 1-2;137
2018-04-09;Pasto;Paqueteo 3-5;68
2018-04-09;Pereira;Mercancia;10627
2018-04-09;Pereira;Mensajeria;1842
2018-04-09;Pereira;Paquetes 1-2;1310
2018-04-09;Pereira;Paqueteo 3-5;348
2018-04-09;Sincelejo;Mercancia;1543
2018-04-09;Sincelejo;Mensajeria;1026
2018-04-09;Sincelejo;Paquetes 1-2;502
2018-04-09;Sincelejo;Paqueteo 3-5;305
2018-04-09;Turbaco;Mercancia;8715
2018-04-09;Turbaco;Mensajeria;1254
2018-04-09;Turbaco;Paquetes 1-2;423
2018-04-09;Turbaco;Paqueteo 3-5;233
2018-04-09;Yumbo;Mercancia;38122
2018-04-09;Yumbo;Mensajeria;5096
2018-04-09;Yumbo;Paquetes 1-2;3971
2018-04-09;Yumbo;Paqueteo 3-5;1377
2018-04-02;Barranquilla;Mercancia;13028
2018-04-02;Barranquilla;Mensajeria;4009
2018-04-02;Barranquilla;Paquetes 1-2;1993
2018-04-02;Barranquilla;Paqueteo 3-5;930
2018-04-02;Bogota;Mercancia;127035
2018-04-02;Bogota;Mensajeria;15288
2018-04-02;Bogota;Paquetes 1-2;12607
2018-04-02;Bogota;Paqueteo 3-5;4600
2018-04-02;Bosconia;Mensajeria;29
2018-04-02;Bosconia;Paqueteo 3-5;12
2018-04-02;Bosconia;Mercancia;10
2018-04-02;Bosconia;Paquetes 1-2;7
2018-04-02;Bucaramanga;Mercancia;4013
2018-04-02;Bucaramanga;Mensajeria;1616
2018-04-02;Bucaramanga;Paquetes 1-2;720
2018-04-02;Bucaramanga;Paqueteo 3-5;453
2018-04-02;Cienaga;Mensajeria;44
2018-04-02;Cienaga;Mercancia;36
2018-04-02;Cienaga;Paquetes 1-2;18
2018-04-02;Cienaga;Paqueteo 3-5;2
2018-04-02;Cucuta;Paquetes 1-2;1665
2018-04-02;Cucuta;Mercancia;1380
2018-04-02;Cucuta;Mensajeria;426
2018-04-02;Cucuta;Paqueteo 3-5;271
2018-04-02;Ibague;Mercancia;2614
2018-04-02;Ibague;Mensajeria;920
2018-04-02;Ibague;Paquetes 1-2;400
2018-04-02;Ibague;Paqueteo 3-5;128
2018-04-02;Manizales;Mercancia;11428
2018-04-02;Manizales;Mensajeria;494
2018-04-02;Manizales;Paquetes 1-2;230
2018-04-02;Manizales;Paqueteo 3-5;137
2018-04-02;Medellin;Mercancia;66575
2018-04-02;Medellin;Paquetes 1-2;15243
2018-04-02;Medellin;Mensajeria;9450
2018-04-02;Medellin;Paqueteo 3-5;4147
2018-04-02;Pasto;Mercancia;857
2018-04-02;Pasto;Mensajeria;366
2018-04-02;Pasto;Paquetes 1-2;151
2018-04-02;Pasto;Paqueteo 3-5;64
2018-04-02;Pereira;Mercancia;10427
2018-04-02;Pereira;Mensajeria;2011
2018-04-02;Pereira;Paquetes 1-2;1158
2018-04-02;Pereira;Paqueteo 3-5;316
2018-04-02;Sincelejo;Mercancia;1518
2018-04-02;Sincelejo;Mensajeria;1261
2018-04-02;Sincelejo;Paquetes 1-2;460
2018-04-02;Sincelejo;Paqueteo 3-5;262
2018-04-02;Turbaco;Mercancia;8830
2018-04-02;Turbaco;Mensajeria;1404
2018-04-02;Turbaco;Paquetes 1-2;432
2018-04-02;Turbaco;Paqueteo 3-5;202
2018-04-02;Yumbo;Mercancia;39293
2018-04-02;Yumbo;Mensajeria;5025
2018-04-02;Yumbo;Paquetes 1-2;4025
2018-04-02;Yumbo;Paqueteo 3-5;1349
2018-03-26;Barranquilla;Mercancia;6564
2018-03-26;Barranquilla;Mensajeria;1801
2018-03-26;Barranquilla;Paquetes 1-2;1309
2018-03-26;Barranquilla;Paqueteo 3-5;482
2018-03-26;Bogota;Mercancia;82296
2018-03-26;Bogota;Paquetes 1-2;7695
2018-03-26;Bogota;Mensajeria;6442
2018-03-26;Bogota;Paqueteo 3-5;2372
2018-03-26;Bosconia;Paquetes 1-2;12
2018-03-26;Bosconia;Mercancia;4
2018-03-26;Bosconia;Mensajeria;3
2018-03-26;Bosconia;Paqueteo 3-5;2
2018-03-26;Bucaramanga;Mercancia;2207
2018-03-26;Bucaramanga;Mensajeria;1037
2018-03-26;Bucaramanga;Paquetes 1-2;394
2018-03-26;Bucaramanga;Paqueteo 3-5;240
2018-03-26;Cienaga;Mercancia;9
2018-03-26;Cienaga;Paquetes 1-2;7
2018-03-26;Cienaga;Mensajeria;4
2018-03-26;Cienaga;Paqueteo 3-5;1
2018-03-26;Cucuta;Mercancia;703
2018-03-26;Cucuta;Paquetes 1-2;467
2018-03-26;Cucuta;Mensajeria;286
2018-03-26;Cucuta;Paqueteo 3-5;143
2018-03-26;Ibague;Mercancia;1462
2018-03-26;Ibague;Mensajeria;389
2018-03-26;Ibague;Paquetes 1-2;215
2018-03-26;Ibague;Paqueteo 3-5;76
2018-03-26;Manizales;Mercancia;5504
2018-03-26;Manizales;Mensajeria;310
2018-03-26;Manizales;Paquetes 1-2;142
2018-03-26;Manizales;Paqueteo 3-5;66
2018-03-26;Medellin;Mercancia;35415
2018-03-26;Medellin;Paquetes 1-2;8783
2018-03-26;Medellin;Mensajeria;5123
2018-03-26;Medellin;Paqueteo 3-5;2175
2018-03-26;Pasto;Mercancia;632
2018-03-26;Pasto;Mensajeria;238
2018-03-26;Pasto;Paquetes 1-2;97
2018-03-26;Pasto;Paqueteo 3-5;25
2018-03-26;Pereira;Mercancia;4697
2018-03-26;Pereira;Mensajeria;1202
2018-03-26;Pereira;Paquetes 1-2;588
2018-03-26;Pereira;Paqueteo 3-5;200
2018-03-26;Sincelejo;Mercancia;841
2018-03-26;Sincelejo;Mensajeria;582
2018-03-26;Sincelejo;Paquetes 1-2;211
2018-03-26;Sincelejo;Paqueteo 3-5;166
2018-03-26;Turbaco;Mercancia;2278
2018-03-26;Turbaco;Mensajeria;764
2018-03-26;Turbaco;Paquetes 1-2;304
2018-03-26;Turbaco;Paqueteo 3-5;105
2018-03-26;Yumbo;Mercancia;22396
2018-03-26;Yumbo;Mensajeria;3072
2018-03-26;Yumbo;Paquetes 1-2;2008
2018-03-26;Yumbo;Paqueteo 3-5;746
2018-03-19;Barranquilla;Mercancia;12232
2018-03-19;Barranquilla;Mensajeria;2761
2018-03-19;Barranquilla;Paquetes 1-2;1904
2018-03-19;Barranquilla;Paqueteo 3-5;791
2018-03-19;Bogota;Mercancia;110933
2018-03-19;Bogota;Paquetes 1-2;9637
2018-03-19;Bogota;Mensajeria;9597
2018-03-19;Bogota;Paqueteo 3-5;3990
2018-03-19;Bosconia;Mercancia;13
2018-03-19;Bosconia;Mensajeria;1
2018-03-19;Bucaramanga;Mercancia;3717
2018-03-19;Bucaramanga;Mensajeria;1305
2018-03-19;Bucaramanga;Paquetes 1-2;669
2018-03-19;Bucaramanga;Paqueteo 3-5;333
2018-03-19;Cienaga;Mercancia;7
2018-03-19;Cienaga;Mensajeria;3
2018-03-19;Cienaga;Paqueteo 3-5;1
2018-03-19;Cienaga;Paquetes 1-2;1
2018-03-19;Cucuta;Mercancia;1519
2018-03-19;Cucuta;Paquetes 1-2;1360
2018-03-19;Cucuta;Mensajeria;382
2018-03-19;Cucuta;Paqueteo 3-5;230
2018-03-19;Ibague;Mercancia;1811
2018-03-19;Ibague;Mensajeria;602
2018-03-19;Ibague;Paquetes 1-2;408
2018-03-19;Ibague;Paqueteo 3-5;110
2018-03-19;Manizales;Mercancia;7570
2018-03-19;Manizales;Mensajeria;390
2018-03-19;Manizales;Paqueteo 3-5;296
2018-03-19;Manizales;Paquetes 1-2;175
2018-03-19;Medellin;Mercancia;56365
2018-03-19;Medellin;Paquetes 1-2;13695
2018-03-19;Medellin;Mensajeria;7537
2018-03-19;Medellin;Paqueteo 3-5;3776
2018-03-19;Pasto;Mercancia;828
2018-03-19;Pasto;Mensajeria;357
2018-03-19;Pasto;Paquetes 1-2;119
2018-03-19;Pasto;Paqueteo 3-5;66
